,Date,User,Tweet
5043,2021-11-23 00:33:46+00:00,News_Updates_24,"Union Electronics &amp; Information Technology Minister, #AshwiniVaishnaw to inaugurate 3-day workshop 'Aadhaar 2.0- Ushering Next Era of Digital Identity &amp; Smart Governance’ from 23 to 25 November 2021 in New Delhi at 5 pm.

#digital #DigitalIndia https://t.co/Hp1KnDZWbP"
5044,2021-11-22 18:04:37+00:00,AadhaarLies,ODR Portal of Visionary @IMPraveenDalal has given India an advantage in the techno legal ODR fields despite lack of support from govt https://t.co/e87fIW4NRF. Now it is up to any sensible govt to adopt it and use it for the betterment of Indians #LegalTech #DigitalIndia @ODRIndia https://t.co/IQ6Sg31t1W
5045,2021-11-22 16:58:18+00:00,DigitalIndiaLaw,Get the best #ContractManagement services of the world from techno legal ODR Portal of Visionary @IMPraveenDalal https://t.co/PFi6vtjYlB. None can cover you as comprehensively and effectively as ODR Portal can do. Contact us today for help. #DigitalIndia #LegalTech @ODRIndia https://t.co/LOSbcWJb8b
5046,2021-11-22 14:22:35+00:00,_Perry4Law,Get the best #ContractManagement of the world from techno legal ODR Portal of Visionary @IMPraveenDalal https://t.co/4Gt8VxyaiX. None can cover you as comprehensively and effectively as ODR Portal can do. Contact us today for help. #DigitalIndia #LegalTech @ODRIndia @P4LOIndia https://t.co/pv9bPROABO
5047,2021-11-22 13:52:15+00:00,AadhaarSucks,Having a good contract carrying an ODR Clause of @ODRIndia is all you need to secure your future https://t.co/Bb7CnpNPRY. We manage all stages of your legal requirements from contract drafting to dispute resolution in 3 months informs @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/kA2aMVQuQq
5048,2021-11-22 12:56:02+00:00,PtlbSchool,School Children In India Would Now Have #CyberLaw Skills Development Courses From STREAMI Virtual School Of Visionary @IMPraveenDalal https://t.co/8m9CJFXzST. Investors Be Part Of This Education Revolution. #DigitalIndia #LegalTech @DigitalIndiaLaw @CCRCI @CFRCI @CECSRDI https://t.co/3JCOrnqwiF
5049,2021-11-22 12:50:53+00:00,sshru72,Here is a success story of a girl student from Punjab who got a new smartphone unboxed which ultimately is now unboxing her career #digitalindia #aashmanfoundation #teamaashmanfoundation #widowhelpdesk
5050,2021-11-22 09:26:55+00:00,_SecurityBytes,"From contract drafting to resolution of all sorts of disputes, Indians can now use the ODR Portal of @ODRIndia of Visionary @IMPraveenDalal for all possible purposes. Do not be a victim and seek your legal remedies today. #DigitalIndia #LegalTech #CyberLaw @DigitalIndiaLaw @CCRCI https://t.co/mPmIxHDvFI"
5051,2021-11-22 07:36:26+00:00,_Perry4Law,#LegalTech solutions offered these days are like reinventing the wheel that nobody needs. You do not need anything when @ODRIndia is providing techno legal services from contract drafting to dispute resolution at a single place says @IMPraveenDalal. #DigitalIndia @DigitalIndiaLaw https://t.co/OqYgeZFkUm
5052,2021-11-21 16:01:17+00:00,JITINJohn1987,"How can it be possible in this #DigitalIndia that same #subway that charges at two different rates at app from there @zomato !! I feel really reatared, sharing some different screenshots if possible pls do share ur concern !! #zomato #Noida #subway https://t.co/WWsHdaH0S8"
5053,2021-11-21 14:30:37+00:00,appdabba,"India Ka Apna App Store !!! 
Discover Awesome &amp; Local Apps From India 

#India #AppStore #WhatsAppBot #Apps #Bot    #Hyperlocal #localization #newsapp #localapp #indiakaappstore #digitalindia #communityapp #news #newsupdate #cityapp #cityupdate #startup #startupindia #latestnews https://t.co/KgIJvKsCsA"
5054,2021-11-21 11:15:00+00:00,CSCegov_,"VLE Yashodra from Mysore District, #Karnataka has been going door-to-door and issuing Jeevan Pramaan Certificates to senior citizens who can't visit the CSC due to ill-health or other medical reasons.

#CSC #DigitalIndia #TransformingIndia #JeevanPramaan #sundayvibes https://t.co/Em7k7BrhpA"
5055,2021-11-21 09:03:04+00:00,_OfficialECI,"#Covid19 has proved that world is not yet ready for a transition from traditional legal and judicial system to an electronic one. #LegalTech projects of Visionary @IMPraveenDalal like ODR, #ECourts, @TeleLaw etc would totally transform these fields. #DigitalIndia #IndiaAt75 #SDGs https://t.co/zAh3VbKeIH"
5056,2021-11-21 08:23:17+00:00,_Perry4Law,To be absolutely safe and secure you need not to use any technology but be part of ODR Portal from the very beginning. We can help you to provide you with best legal contracts that would minimise all frictions and possible disputes says @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/CsHVcJNizM
5057,2021-11-21 06:17:50+00:00,goel_dhairya,"@digilocker_ind @IncomeTaxIndia #DigitalIndia @_DigitalIndia With rgds, I have been trying to add my PAN card on Digilocker but it, again and again, shows service temporarily unavailable. I m not getting any help from the internet also."
5058,2021-11-20 12:39:27+00:00,himanshisolanki,"Today I paid ₹30 for bhel puri online.

This is the digital India I come from.✌️

#Digital #DigitalIndia #India"
5059,2021-11-20 10:02:37+00:00,bibhuti_p26,it would be better to shutdown the #AadhaarCard server  rather than wasting our time from being thrown from one desk to another @UIDAI @ceo_uidai @PMOIndia @GoI_MeitY when the system is able help and we had to waste time what is the meaning of #DigitalIndia
5060,2021-11-20 06:48:19+00:00,imvksitanshu,@MyIndianBank This is pathetic.... No one from bank is responding.....either on email or on call and based on this our honourable PM is dreaming abt #DigitalIndia #worst #poorcustomerservice @PMOIndia @RBI @FinMinIndia https://t.co/Tv5hOPJR2U
5061,2021-11-19 16:14:57+00:00,_Perry4Law,We at @ODRIndia and @PTLB are providing techno legal online Training and Skills Development in the field of ODR. Our virtual schools like STREAMI School have been helping K12 kids to become ODR Experts from the school level itself informs @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/xTPB1bxAJg
5062,2021-11-19 16:06:58+00:00,_Perry4Law,#LegalTech portal of @ODRIndia takes care of all your mediation related needs and keep you out of court and lengthy and expensive litigation https://t.co/bL33ZiPNYi. We manage everything from contract drafting to dispute resolution says @IMPraveenDalal #DigitalIndia @ODRInstitute https://t.co/ITSYl5qsbH
5063,2021-11-19 14:44:23+00:00,kaushalvshah,"This is why MSME need to adopt Cloud platform.  

@eVitalRx customer monitoring his business from Dubai :)

#cloud #MSME #DigitalIndia https://t.co/K9koVCQsIu"
5064,2021-11-19 14:28:33+00:00,ezeepayofficial,"NO CASH, NO WAITING!!

Recharge Fastag from Ezeepay.

#Ezeepay #ezeehain #ekbaartrykarkedekho #banking #tourandtravel #DigitalIndia https://t.co/Rr5zEpRhI4"
5065,2021-11-19 12:35:01+00:00,CongressOrBJP,"You need not to invest in anything if you are using ODR Clause of @ODRIndia
 https://t.co/prvFSpRkia. We would manage everything for you from contract drafting to dispute resolution within 3 months says @IMPraveenDalal. #DigitalIndia #FarmersProtest @_Perry4Law @_TeleLaws"
5066,2021-11-19 12:22:07+00:00,CongressOrBJP,World class legal services are at your finger tips as all you have to do is to fill a form at https://t.co/WBzOdMwIBx. You will get affordable and qualitative legal services from @_Perry4Law as part of our #AccessToJustice goal says @IMPraveenDalal. #DigitalIndia #FarmersProtest https://t.co/kjA4hoohLK
5067,2021-11-19 12:13:50+00:00,CongressOrBJP,"All you need to do is to become part of ODR Portal of @ODRIndia and all your global techno legal needs would be managed by us from a single place. From contract drafting to legal consultancy to dispute resolution within 3 months, we do all. #DigitalIndia #FarmersProtest https://t.co/owTT40R5EU"
5068,2021-11-19 12:10:20+00:00,CongressOrBJP,In 2022 many disputes would be resolved using ODR Portal of @ODRIndia at https://t.co/spAFxEDk7W. Contact us today for your needs as it may take some time to be accustomed with the ODR process and to shift your disputes from courts to ODR Portal. #DigitalIndia  #FarmersProtest https://t.co/0ba6UJAaL9
5069,2021-11-19 09:57:47+00:00,phaniranjan,"@PMOIndia @FinMinIndia LIC housing is one of the biggest home loans/insurance in India and is govt owned, If online payment is not implemented in Govts firms what is point of promoting #DigitalIndia everywhere? @LICIndiaForever. Please implement it from such huge firms first."
5070,2021-11-19 05:17:51+00:00,ex_eco,"EcoEx very Honored and Humbled for receiving award from policy times National Conference on ""Roadmap for EPR Implementation of Plastics in India""
#digitalindia #recycling #wastemanagement #india  #businessexcellenceawardEnvironmentMinister #thepolicytimes  #EPR https://t.co/LBNIoDeGSs"
5071,2021-11-19 05:10:40+00:00,ET_Government,"#DigitalIndia|NSDL eGovernance Infrastructure,IT-enabled services provider,on Thursday said it has received an in-principle approval from RBI to set up an account aggregator business under its wholly owned subsidiary,NSDL eGovernance Account Aggregator Ltd
https://t.co/tnO5b8ONtI"
5072,2021-11-19 02:00:50+00:00,AsiaVideoIA,"AVIA is pleased 2 support #IndiaSatCom2021 by @ConnectBIF:India's largest Annual Conference on #Satellite #Communications, on 23-24 Nov. Join in 2 hear Experts from across the globe speak on ‘Mainstreaming #Satcom for Accelerating #DigitalIndia’
Register @ https://t.co/eNS2M8yzy1 https://t.co/xhVzkiBTc5"
5073,2021-11-18 14:45:00+00:00,CSCegov_,"VLE Hiral Gandhi from Surat District, #Gujarat Registered More Than 400 Tribal Students under CSC Olympiad.

#CSC #DigitalIndia #RuralEmpowerment #CSCOlympiad #ThursdayThoughts #ThursdayVibes #ThursdayMotivation https://t.co/L5kd5pvBJm"
5074,2021-11-18 12:12:05+00:00,inregistry,"Taxpayers can now access the new Annual Information Statement (AIS), which includes additional categories of information like interest, dividends, securities and MF transactions, and remittances from abroad, on the e-filing portal. #DigitalIndia https://t.co/4qlE6pmB86"
5075,2021-11-18 12:07:15+00:00,inregistry,#DigiLocker provides a #verification module enabling government agencies to verify data directly from issuers after obtaining user consent. #DigitalIndia https://t.co/DURpj84ipC
5076,2021-11-18 06:30:10+00:00,SAGEPubIndia,Ensure your faculty and students have access to a comprehensive range of #ebooks from across the disciplines! Check out #SAGEeVidya today and register your institute for a #freetrial @ https://t.co/wSFjg79gjc #digitallibrary #digitalindia #freeonemonthtrial https://t.co/E0oBi4M7Lh
5077,2021-11-18 05:07:40+00:00,abhish18,"An interesting panel discussion on 'COVID as catalyst - Transforming government communication today and in the future' with Joanne Sweeney, Author, Nombulelo Leburu from South Africa, René Canovas from Chile &amp; Susannah Streeter, tech expert.

https://t.co/EbM9Vjx4xm
#DigitalIndia"
5078,2021-11-18 00:12:58+00:00,Prakash76550648,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/oCF2wscUTq"
5079,2021-11-17 18:56:20+00:00,Guj_LSA_DoT_MoC,"DoT funded 4G tower in Sheesha village (Dediapada, Narmada) tested by Gujarat LSA on 17 Nov. Akshay bhai of Sheesha “From no voice calls to doing UPI. Tower in our village has transformed my business”
#DigitalIndia #AzadiKaAmritMahotsav 
@DoT_India @pib_comm https://t.co/0FvIxbYvDk"
5080,2021-11-17 18:14:05+00:00,NikhilVajpayee,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
इस तरह के अधिक पोस्ट के लिए https://t.co/B7JdSStSOd पर क्लिक करे | https://t.co/W5Ovq2vMuh"
5081,2021-11-17 18:11:01+00:00,_financiallaws,You need not to invest in anything if you are using ODR Clause of @ODRIndia https://t.co/tL3YvHddew. We would manage everything for you from contract drafting to dispute resolution within 3 months says @IMPraveenDalal. #DigitalIndia #LegalTech #TeleLaw @_Perry4Law @_TeleLaws
5082,2021-11-17 13:37:19+00:00,WhatsAppLaws,#LegalTech solutions offered these days are like reinventing the wheel that nobody needs. You do not need anything when @ODRIndia is providing techno legal services from contract drafting to dispute resolution at a single place says @IMPraveenDalal. #DigitalIndia @DigitalIndiaLaw https://t.co/ZxUig7tdS0
5083,2021-11-17 13:20:07+00:00,GeM_India,"Proprietors! Register with #GeMSahay in three simple steps! Avail frictionless, collateral free loans instantly by downloading GeM Sahay app from Google Play Store - https://t.co/yBdnNqhCo8

#Collateralfreeloans #unnatikiaor #instantfinance #DigitalIndia https://t.co/u0J52bxP6Y"
5084,2021-11-17 12:35:36+00:00,CAMSRepgenie,"An e-Insurance account enables you to store ALL your policies in a single place which can be easily accessed from anywhere, anytime. e-Insure now! 

Register at https://t.co/MbBZb3ZpM9

#PolicyGenie #Cams #CamsRep #Insurance #eInsurance#NationalEducationDay #IRDAI #DigitalIndia https://t.co/nhMaDN7UdG"
5085,2021-11-17 10:19:27+00:00,vijaypal52,"@IRCTCofficial @RailMinIndia amount deducted from my account on 15 November and ticket not booked, however amount is still not credited in my account. I had a word with my bank, they said it is seating with #IRCTC , can someone help #Pune @ICICIBank_Care #DigitalIndia"
5086,2021-11-17 09:42:50+00:00,_OfficialECI,World class legal services are at your finger tips as all you have to do is to fill a form at https://t.co/6YXjJxsiuU. You will get affordable and qualitative legal services from @_Perry4Law as part of our #AccessToJustice goal says @IMPraveenDalal. #DigitalIndia #LegalTech @PTLB https://t.co/23lzXggxst
5087,2021-11-17 09:08:21+00:00,ODRConnect,"@AadhaarSucks @IMPraveenDalal Only thing that you need to do is to become part of ODR Portal of @ODRIndia and all your global techno legal needs would be managed by us from a single place. From contract drafting to legal consultancy to dispute resolution within 3 months, we do all. #DigitalIndia #LegalTech https://t.co/c82thbSuoz"
5088,2021-11-17 08:12:59+00:00,_financiallaws,@IMPraveenDalal @odrindia #LegalTech solutions offered these days are like reinventing the wheel that nobody needs. You do not need anything when @ODRIndia is providing techno legal services from contract drafting to dispute resolution at a single place says @IMPraveenDalal. #DigitalIndia @DigitalIndiaLaw https://t.co/ARQs9kkrJ5
5089,2021-11-17 07:56:56+00:00,sahab_pathak,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
इस तरह के अधिक पोस्ट के लिए https://t.co/udMn3iaeUK पर क्लिक करे | https://t.co/TK5jkJyw3a"
5090,2021-11-17 07:11:50+00:00,AadhaarSucks,@IMPraveenDalal @odrindia Biggest #LegalTech revolution named @ODRIndia takes care of all your legal requirements from beginning to end. You need not to think twice about legal disputes and compliance as ODR Portal would manage everything for you on your behalf says @IMPraveenDalal. #DigitalIndia @PTLB https://t.co/6xcAl6rnqv
5091,2021-11-17 07:03:50+00:00,AadhaarSucks,"@IMPraveenDalal @odrindia @PTLB From drafting disputes free contract to providing online legal consultancy to resolve all potential disputes within 3 months of their filing, #LegalTech revolution @ODRIndia covers everything. Contact us for help and investment opportunities says @IMPraveenDalal. #DigitalIndia https://t.co/MVuuUxXegY"
5092,2021-11-17 06:38:05+00:00,AadhaarLies,"@IMPraveenDalal @odrindia Why would lawyers, law firms, etc spend money on hyped #LegalTech products when they have @ODRIndia portal as their techno legal companion? It helps all stakeholders from scratch to the ultimate goal says @IMPraveenDalal. Contact us today for help and investment. #DigitalIndia https://t.co/V9VRv3MYTg"
5093,2021-11-17 06:20:54+00:00,WhatsAppLaws,You need not to invest in anything if you are using ODR Clause of @ODRIndia https://t.co/v1hz2wmQx2. We would manage everything for you from contract drafting to dispute resolution within 3 months says @IMPraveenDalal. #DigitalIndia #LegalTech @_Perry4Law @_TeleLaws @ODRConnect
5094,2021-11-17 04:39:38+00:00,darma3010,"@RBI @nsitharaman @FinMinIndia #digitalloan #DigitalIndia 

hello sir/madam, While we applied through digital loan, maximum banks rejected the loan without provide sufficient data, due to this maximum peoples cibil scores dropped from high to low, kindly work on this area,"
5095,2021-11-17 04:15:54+00:00,gbpietpauri,"#ATALSponsored #1WeekFDP on #Recent_Trends_in_Optoelectronics_and_Optical_Communications At #ECED #Day3Session1 From 10 to 11:30 am By 

#DrSPPandey 
VC - Sanskriti University, Mathura
@sanskritigroup1
on topic 
#DigitalIndia

Chair- Dr. A. R. Verma https://t.co/WJH2GFDoKe"
5096,2021-11-17 02:29:32+00:00,RajkumarLodhi22,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/AZX3BOrOsv"
5097,2021-11-16 19:58:53+00:00,DevarshiJoshi17,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
https://t.co/lFiaXhZCH8

via MyNt https://t.co/BLxXMCid62"
5098,2021-11-16 19:57:32+00:00,DevarshiJoshi17,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
https://t.co/lFiaXhZCH8

via MyNt https://t.co/43JhlBcCVI"
5099,2021-11-16 19:24:59+00:00,_OfficialECI,"@IMPraveenDalal @odrindia @PTLB From your most suitable contract to its lifelong management, @ODRIndia and related projects manage everything https://t.co/vydNf8WOha. No spending of money, no manpower, no technical knowledge, etc is needed says @IMPraveenDalal https://t.co/52sRISKXsU. #DigitalIndia #LegalTech"
5100,2021-11-16 19:18:43+00:00,WhatsAppLaws,"From your most suitable contract to its lifelong management, @ODRIndia and related projects manage everything https://t.co/7uT8yuqILr. No spending of money, no manpower, no technical knowledge, etc is needed says @IMPraveenDalal https://t.co/wVbt9GqnIT. #DigitalIndia #LegalTech"
5101,2021-11-16 19:17:47+00:00,WhatsAppLaws,Nothing can match the benefits of a customised contract drafting and its lifelong management making the client free from all troubles and disputes. At @ODRIndia we manage a complete life cycle of your contract says @IMPraveenDalal https://t.co/2K1zTGh8oI. #DigitalIndia #LegalTech
5102,2021-11-16 18:17:43+00:00,IMPraveenDalal,Nothing can match the benefits of a customised contract drafting and its lifelong management making the client free from all troubles and disputes. At @ODRIndia we manage a complete life cycle of your contract and business dealings and future disputes. #DigitalIndia #LegalTech https://t.co/UBbwkU7nS1
5103,2021-11-16 18:14:44+00:00,IMPraveenDalal,"From your most suitable contract to its lifelong management, @ODRIndia and related projects manage everything https://t.co/DdKyicVE9W. No spending of money, no manpower, no technical knowledge, etc is needed and we manage all, including dispute resolution #DigitalIndia #LegalTech https://t.co/7eXi38tEAb"
5104,2021-11-16 17:20:33+00:00,indrajeetmaximo,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/ojpOqk3VAd"
5105,2021-11-16 16:49:52+00:00,_BhaskarSharma1,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia 

@narendramodi @PMOIndia https://t.co/R5itteGHVk"
5106,2021-11-16 16:38:40+00:00,_Perry4Law,ODR Portal of @ODRIndia is managing all your legal affairs from contract drafting to any future dispute resolution at a single place https://t.co/dM6rEYgRsk. No need to run after multiple players to manage your legal issues now says @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/8ocQdSsmpb
5107,2021-11-16 16:16:50+00:00,Realminorityy,Staying In Heart of #siliconevalleyofindia #bengaluru City with Zero Network from Both @reliancejio @JioCare &amp; @Airtel_Presence @airtelindia is Unjustifiable #Airtel #Jiodown #DigitalIndia #buythedip
5108,2021-11-16 16:11:48+00:00,Aryansr21228779,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
इस तरह के अधिक पोस्ट के लिए https://t.co/mw56RaLnbL पर क्लिक करे | iPhone hji https://t.co/CIQmSi0Edk"
5109,2021-11-16 15:01:12+00:00,VijaiTand4,"Digital India has transformed Indian economy, with value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.
#DigitalIndia https://t.co/Yws97M8TVQ"
5110,2021-11-16 14:12:39+00:00,AadhaarLies,@odrindia @IMPraveenDalal Get #TeleLaw Help from our #LegalTech ODR Portal without downloading any Mobile App or registering at any website to search for world class lawyers as everything is managed from one singe and simple form says @IMPraveenDalal https://t.co/pw70Ldn0zV. #DigitalIndia @ODRIndia @PTLB https://t.co/cbXCB1SCpc
5111,2021-11-16 13:09:03+00:00,odrindia,"We invite global investors to invest in our ODR startup on a non stake and unconditional basis and become part of world's biggest #JusticeRevolution. From #ClimateChange to #AccessToJustice for global citizens, it covers everything says @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/JVDTtjHhVu"
5112,2021-11-16 12:50:58+00:00,ConnectBIF,"The Galaxy of #Speakers at #IndiaSatCom2021 include reputed #experts, esteemed #dignitaries &amp; #domain #specialists from across the globe. Join in 2 hear the luminaries share rich insights on Mainstreaming #satcom for accelerating #DigitalIndia 

Register @ https://t.co/vlZZrJ1Gh7 https://t.co/erQ7H5ws1S"
5113,2021-11-16 12:30:00+00:00,BJPLive,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/43DpEFamS7"
5114,2021-11-16 10:38:41+00:00,ODRConnect,Join us for the biggest techno legal revolution of human history and become part of the ODR Portal and we would help you for your contract management from inception to its continued existence says @IMPraveenDalal https://t.co/gCivjZCfTI. #DigitalIndia #LegalTech #SDGs @ODRIndia https://t.co/zLgHNwDiOT
5115,2021-11-16 10:15:03+00:00,_financiallaws,"From drafting of contracts to their legal vetting to their amendments and modification, we would cover all stages https://t.co/eF6hfnDt20. All contracts drafted by us would ensure resolution of any potential dispute within 3 months says @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/5PxuopTcfP"
5116,2021-11-16 10:14:23+00:00,_financiallaws,To be absolutely safe and secure you need not to use any technology but be part of ODR Portal from the very beginning. We can help you to provide you with best legal contracts that would minimise all frictions and possible disputes says @IMPraveenDalal. #DigitalIndia #LegalTech https://t.co/4PTIRglmzN
5117,2021-11-16 09:23:15+00:00,SanjivK24337560,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
इस तरह के अधिक पोस्ट के लिए https://t.co/t5xxdsi2zL,। https://t.co/EqHF0D6kGc"
5118,2021-11-16 09:01:27+00:00,vardhan08,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.
#DigitalIndia https://t.co/ceaMrNsMWO"
5119,2021-11-16 08:51:46+00:00,AadhaarLies,Let us use ODR in the year 2022 and reduce burden from our courts for matters that can be easily and comfortably resolved within a time framework of 3 months. Why litigate for years with tremendous costs when we can handle your disputes better using ODR? #DigitalIndia #IndiaAt75 https://t.co/CiGdWk8oKH
5120,2021-11-16 08:08:38+00:00,DrKCPatel4,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/1TIazwwFEo"
5121,2021-11-16 06:17:40+00:00,NikhilparmarBJP,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/QWJKuAlam5"
5122,2021-11-16 06:00:25+00:00,RNagothu,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia 

#ModiHaiToMumkinHai https://t.co/PQsZcwEhgr"
5123,2021-11-16 05:48:19+00:00,BJP4Chandigarh,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/BzcMP1NTJh"
5124,2021-11-16 05:45:54+00:00,DrPramendr,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.
#DigitalIndia 
@sunilbansalbjp 
@swatantrabjp 
@blsanthosh 
@ianuragthakur 
@RajnikantMahes6 
@bjpkarmveer https://t.co/Tq6hrhYAqd"
5125,2021-11-16 05:27:40+00:00,ihemrajdakor,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
https://t.co/nklRskNRXm

via MyNt https://t.co/GSQUerUk2r"
5126,2021-11-16 05:20:57+00:00,iShankarLalwani,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/I9OYs44t0a"
5127,2021-11-16 05:08:03+00:00,imohanpatelbjp,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/8qgGlysH2L"
5128,2021-11-16 05:08:02+00:00,BJPforPatan,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/JnNpVN6TNa"
5129,2021-11-16 05:08:02+00:00,ParthBjym,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/BIphXBOHoW"
5130,2021-11-16 05:08:01+00:00,Dvthakorbjp,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/tWbW6fM2TV"
5131,2021-11-16 05:08:01+00:00,ivivekpatelbjp,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/9wKR4ysG31"
5132,2021-11-16 05:08:00+00:00,isutharmahesh,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/TgRNoWDg3H"
5133,2021-11-16 05:08:00+00:00,hindu_jimmy,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/RS1IzIPPfO"
5134,2021-11-16 05:04:38+00:00,prabhakarbkore,"Digital India by PM @narendramodi Government has transformed the Indian economy in multiple ways.

The value of digital transactions rose from just ₹ 69 billion in 2016 to ₹ 41,306 billion in 2020-21.

#DigitalIndia 

#ModiHaiToMumkinHai
@BJP4India
@BJP4Karnataka https://t.co/2ZvJYptZ6y"
5135,2021-11-16 05:02:58+00:00,BjpTirupattur,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21. #DigitalIndia🇮🇳

My India

My PM

My Pride https://t.co/RFILWqGz5u"
5136,2021-11-16 04:34:42+00:00,Bohrashyam2,"Shift from #CustomerExperience to the Customer's Experience. The pandemic transformed us into a #digital-first society, and now digital-first customers are driving total market transformation. #NitiAayog #DigitalIndia #DigitalMarketing https://t.co/RFulsfh7F7"
5137,2021-11-16 04:31:38+00:00,CTRavi_BJP,"Digital India by PM @narendramodi Government has transformed the Indian economy in multiple ways.

The value of digital transactions rose from just ₹ 69 billion in 2016 to ₹ 41,306 billion in 2020-21.

#DigitalIndia 

#ModiHaiToMumkinHai https://t.co/w8pJO4TuSn"
5138,2021-11-16 04:19:37+00:00,Narendrapatel__,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia
#Demonetisation 
#Demonization https://t.co/owzgKWxisf"
5139,2021-11-16 03:16:09+00:00,aniljaindr,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21. #DigitalIndia https://t.co/9yxtyeZsmP"
5140,2021-11-16 02:55:32+00:00,RebatiTripura,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/2kUMQQOzPM"
5141,2021-11-16 02:30:00+00:00,BJP4India,"Digital India has transformed the Indian economy, with the value of digital transactions rising from just Rs 69 billion in 2016 to Rs 41,306 billion in 2020-21.

#DigitalIndia https://t.co/J9h79CENYk"
